70,066,12,26,13,10, , , , , ,1970-03-07T12:26:00.000000Z,1970-03-07T13:10:00.000000Z
70,066,22,55,23,30,6, , , ,A,1970-03-07T22:55:00.000000Z,1970-03-07T23:30:00.000000Z
70,070,19,57,20,30,6, , , , ,1970-03-11T19:57:00.000000Z,1970-03-11T20:30:00.000000Z
70,073,12,00,13,10, , , , ,C,1970-03-14T12:00:00.000000Z,1970-03-14T13:10:00.000000Z
70,074,09,03,09,50, , , , ,M,1970-03-15T09:03:00.000000Z,1970-03-15T09:50:00.000000Z
70,074,18,39,19,10, , , , ,M,1970-03-15T18:39:00.000000Z,1970-03-15T19:10:00.000000Z
70,075,16,36,17,15, , , , ,M,1970-03-16T16:36:00.000000Z,1970-03-16T17:15:00.000000Z
70,076,01,09,01,40, , , , , ,1970-03-17T01:09:00.000000Z,1970-03-17T01:40:00.000000Z
70,077,08,04,08,45, , , , ,A,1970-03-18T08:04:00.000000Z,1970-03-18T08:45:00.000000Z
70,077,08,59,09,40, , , , ,A,1970-03-18T08:59:00.000000Z,1970-03-18T09:40:00.000000Z
70,078,11,01,11,50, , , , ,C,1970-03-19T11:01:00.000000Z,1970-03-19T11:50:00.000000Z
70,078,21,01,21,30, , , , , ,1970-03-19T21:01:00.000000Z,1970-03-19T21:30:00.000000Z
70,079,05,57,06,50, , , , ,A,1970-03-20T05:57:00.000000Z,1970-03-20T06:50:00.000000Z
70,079,15,50,  ,  , , , , , ,1970-03-20T15:50:00.000000Z,1970-03-20T15:50:00.000000Z
70,080,05,29,06,00, , , , ,A,1970-03-21T05:29:00.000000Z,1970-03-21T06:00:00.000000Z
70,080,11,48,12,50, , , , ,C,1970-03-21T11:48:00.000000Z,1970-03-21T12:50:00.000000Z
70,081,05,11,05,45, , , , , ,1970-03-22T05:11:00.000000Z,1970-03-22T05:45:00.000000Z
70,081,19,30,19,50, , , , , ,1970-03-22T19:30:00.000000Z,1970-03-22T19:50:00.000000Z
70,082,04,57,05,35, , , , , ,1970-03-23T04:57:00.000000Z,1970-03-23T05:35:00.000000Z
70,083,15,04,16,10, , , , , ,1970-03-24T15:04:00.000000Z,1970-03-24T16:10:00.000000Z
70,084,00,00,00,30, , , , , ,1970-03-25T00:00:00.000000Z,1970-03-25T00:30:00.000000Z
70,084,03,32,04,55, , , , ,C,1970-03-25T03:32:00.000000Z,1970-03-25T04:55:00.000000Z
70,085,10,19,10,50, , , , , ,1970-03-26T10:19:00.000000Z,1970-03-26T10:50:00.000000Z
70,085,20,17,21,40, , , , ,C,1970-03-26T20:17:00.000000Z,1970-03-26T21:40:00.000000Z
70,088,02,46,03,50, , , , ,C,1970-03-29T02:46:00.000000Z,1970-03-29T03:50:00.000000Z
70,088,17,55,18,30, , , , , ,1970-03-29T17:55:00.000000Z,1970-03-29T18:30:00.000000Z
70,088,21,28,22,10, , , , ,A,1970-03-29T21:28:00.000000Z,1970-03-29T22:10:00.000000Z
70,088,22,40,23,20, , , , , ,1970-03-29T22:40:00.000000Z,1970-03-29T23:20:00.000000Z
70,089,10,35,11,25, , , , ,A,1970-03-30T10:35:00.000000Z,1970-03-30T11:25:00.000000Z
70,089,11,57,12,25, , , , , ,1970-03-30T11:57:00.000000Z,1970-03-30T12:25:00.000000Z
70,089,12,51,13,55, , , , ,A,1970-03-30T12:51:00.000000Z,1970-03-30T13:55:00.000000Z
